especie,size,age
other,14.248736501240359,40.55870885430624
other,26.184965735304868,50.635603855024925
other,24.843510691567506,51.75758330882389
other,27.72224003275591,51.092855224821484
other,26.083575561332946,50.23572107814694
other,25.563001397698358,50.2807047327753
other,24.35978216710901,53.060284558407
other,21.540828259567267,50.30571175789582
other,24.632050741609724,50.63226535518922
other,26.391786833757415,50.25639765567151
other,23.616505720295457,50.711409410983855
other,27.15368717105773,50.43700503747704
other,24.14084729862747,50.14008060545269
other,26.283421725660578,50.41830161764609
other,30.008552758745186,50.18507707890022
other,25.732384591455062,51.62020188973455
other,23.73551347123301,50.36680157237651
other,23.778010288728463,50.230703363344766
other,22.598224834174555,50.234884525086045
other,25.393015903569413,50.810595016461896
other,24.90235926083643,51.47556221222547
other,23.100151390007397,50.19540194708215
other,23.980553885640553,50.87810635019122
other,25.836006819599955,50.34172103817851
other,25.103131688505414,51.1368281253542
other,24.280111669745743,50.71996815588361
other,24.14470915387288,50.76632953658238
other,24.349732321050958,50.972970650866785
other,27.533390625458797,50.14542926100905
other,22.57986613382178,51.007549657080695
other,24.281882417862523,50.81318489555228
other,22.425589875397165,50.16434227806089
other,22.54656189853729,50.70300751154132
other,27.578861675134434,51.10650314357206
other,23.383496923950094,50.18991531440495
other,25.112005348885006,50.404544832334054
other,27.659524453938925,50.42874217135565
other,25.849132498131524,50.64711060195213
other,26.792113391988586,50.31232132195996
other,23.876778238981956,50.653637706661684
other,26.917633192480444,50.59848849178625
other,25.208885717707915,50.36780480535476
other,26.802492193968448,50.345272510714054
other,27.548453679225517,50.235485947219885
other,25.062278117859183,50.48046980422597
other,28.273952564735957,50.49887815966009
other,24.25783872605042,50.54914007670665
other,25.039816775947262,52.355479162035756
other,25.35420373690218,50.53468273535079
other,24.348802153966012,50.08732271941344
other,24.815345326946776,50.12165327819111
other,23.019436213283473,51.11898751750905
other,25.394843312129215,50.88065897995727
other,27.700098956664018,50.11803155996693
other,25.799620867079526,51.437987044240714
other,24.451780698866497,50.863685386624454
other,24.365357346196042,51.55203311758731
other,23.67817339038779,50.82427198655166
other,28.460539691278893,50.82395190854955
other,24.716132260930898,50.791893076940546
other,26.966299510708453,50.6356170108892
other,27.956903924517093,50.19528690516745
other,23.828573765970752,51.23810764178724
other,24.422166836069245,50.41453948420046
other,25.90940942136398,50.16256448766757
other,25.58600505819642,50.28944492969359
other,24.587133327663132,51.13732549199593
other,24.581332075320923,50.57180777834993
other,27.111731295337147,50.96180045114494
other,24.78072356684731,50.97047370409008
other,23.838249448613308,50.873601751083356
other,21.903212792257047,50.17150575986572
other,28.398874237984298,50.376564237472955
other,25.227292175116997,50.460339723910295
other,23.310847170878912,50.686379099665615
other,26.78461431317509,50.245146298244755
other,26.816851540056902,50.77946785666822
other,22.664719902107308,50.79894442593802
other,23.839489962772888,50.4996078827173
other,27.452742098467585,52.77639944149168
other,26.511356825652705,50.57157687098638
other,24.67367524270803,52.55460202741832
other,23.18118038827338,50.13467264798739
other,24.316883401163093,50.76865643489816
other,23.14570334472474,50.23020859973525
other,23.080587405348133,50.066570997184286
other,22.21738169223304,51.15895418184999
other,21.040147587583558,50.89730561716969
other,24.409053073608252,50.18042341690337
other,24.097019692519794,51.02602250645485
other,25.72869750773805,50.673115724112314
other,25.269705563852863,50.62516113031611
other,25.27039436467461,50.59532518873807
other,23.473729626977946,51.659337719525304
other,29.6134814920916,50.59043522838771
other,26.647226107183126,51.51480275692428
other,24.068148823242538,50.461172571078905
other,25.876339835154475,50.752899702584536
other,25.601091255999798,50.13277598894589
other,23.398808699701014,50.686824428084016
other,28.289785440717846,50.916450857079816
other,26.39883120966113,50.66859005077026
other,22.658374862549415,52.4009505004651
other,24.620653388683042,50.54344929897702
other,25.480208546487194,50.562496505622704
other,27.390637197807393,50.18326894215968
other,22.488403623096232,50.33257643213966
other,25.90270902504427,52.51607155690198
other,26.702609990579784,51.54334790994894
other,24.138993691063956,50.308714316666496
other,25.666287791341503,51.59331362675237
other,25.79734837018673,50.61786760516218
other,20.324469084707378,50.61071586977481
other,27.526175730862807,50.47112769813403
other,26.40653783306738,50.66371490996239
other,23.14052590143573,50.4953786378721
other,25.251579865275357,50.302858947381736
other,22.631173458190574,50.78404166574838
other,24.932209176430106,50.26375756621805
other,24.067976403297816,50.28902638879573
other,28.14650462865962,50.4561503057232
other,23.56198141233719,50.554833893783865
other,26.391821627852394,50.31124059468061
other,23.17538302417146,51.379230675628726
other,24.5575279877948,50.411523075969775
other,22.779056725728708,50.73010728494849
other,25.41349965675059,51.52502485916216
other,26.594962772435007,52.51747886320893
other,25.73952725395343,50.59515708300959
other,28.174751212850644,50.434579709557354
other,25.44871581021826,50.10512007911751
other,26.452287350386865,51.128990077103055
other,22.93430315759378,52.051174400775174
other,27.869788041958593,50.19788903450211
other,22.150898643646684,50.332872542915496
other,25.303489601981326,50.78030550418991
other,25.837702364667084,51.29468423190683
other,26.8510878888742,51.222961880234905
other,23.714829638285696,51.74529206852333
other,24.56884067264648,51.21555216645046
other,21.887265453925885,50.56026394508599
other,25.640133439025895,51.043111168616505
other,26.82963314806574,50.69584243811665
other,21.927692393578923,50.48494055677979
other,25.52532535769188,50.82320711050053
other,27.139744929425905,51.45176216622341
other,24.287368158383835,51.01465294165921
other,23.804631009936138,50.087225025064754
other,23.460582350028346,50.65950142716628
other,29.18761570537949,51.20839832871455
other,23.408828145057406,50.53223670538872
other,27.18350120824875,50.73434859774681
other,27.671866848989534,50.11432195724512
other,22.94600509711818,50.28559387092104
other,27.35012265736789,50.57381672202474
other,24.234501840112454,50.766957496372044
other,26.61930420579052,50.908046745376744
other,22.29486580899755,51.240869273313244
other,25.675017862490435,50.569853611108776
other,26.0128810543833,51.83201481208729
other,28.74126286245473,50.64539095313282
other,24.796464748157238,50.540708694673725
other,26.308760706304678,50.64360990580129
other,24.71331667928752,50.51350131375305
other,22.657334546313805,50.33320767643543
other,26.499188358228718,50.72253868136109
other,27.011420915928966,50.722984460517786
other,24.63819968253575,50.556279833210745
other,27.344741310074706,51.94737829873679
other,24.912324539534705,50.996736520450845
other,26.317463119831075,50.89947056823942
other,24.358920297381133,51.69565162632579
other,27.221304386596064,51.01356169700742
other,26.182438435178007,50.69840215222072
other,22.68678963208506,50.48586725077443
other,23.64889158981578,51.3477792648055
other,22.67031176683473,50.31962940887524
other,23.649758706799762,50.75649277075898
other,23.18003605072332,51.34940806869989
other,22.63029928010726,51.37943459856966
other,27.634018880329617,50.577966731506386
other,26.696259120221935,51.728914066344764
other,23.539285636212583,50.20285622782491
other,30.104592042091742,50.941016216576955
other,24.453925588536585,50.16884041413517
other,25.571884367943568,51.270232370252074
other,21.67643984317391,50.90202014425988
other,24.671711804605945,51.19412080129139
other,24.838553556978315,50.8082023903984
other,27.750910998152406,51.20929778750429
other,22.81816718898702,50.69245245083448
other,24.878384898733827,50.96876709268325
other,23.125026599388395,51.33088504840827
other,22.412129070147078,51.01362500165505
other,23.521543057264243,50.812345466778076
other,25.21728367320264,50.50237377236939
other,23.86213725865185,51.50235213183981
other,25.571469987424464,51.8699018929863
other,27.410516101636215,51.41922939336684
other,24.45967479848511,50.966637857801196
other,27.426250048116085,50.75519219462513
other,24.15569346795445,50.74178151744405
other,25.743162766189172,50.83644535820313
other,24.678943194020665,50.43873096637235
other,24.913950935452856,50.61361728337837
other,25.4062583032449,50.203289731529374
other,23.54988308362448,51.24577907279268
other,24.721382514727473,50.429595152069055
other,25.986190605528147,50.53446040243003
other,27.283873950088577,50.14443029758404
other,26.14674433902747,50.91517239872034
other,25.03129172810451,50.46125914546052
other,26.105842976636588,51.502894397002656
other,26.221962926569436,50.387154197069044
other,23.736409663272735,50.2533096959938
other,23.798139445922335,50.82261182241919
other,23.71557175183838,50.59035005720168
other,27.967351234864683,50.829912974601605
other,23.82568953883161,51.72750491491654
other,29.50630392739218,50.28736895367178
other,24.44065865307628,50.542717227950114
other,22.829433246238423,50.72502696202913
other,23.54695818734435,50.73258151588745
other,24.376451616062827,51.16120497542028
other,23.441244434006542,50.337233330896375
other,23.879245423444598,51.59205917409215
other,20.143431168563456,50.78009907474192
other,25.91447356660354,50.36419728217427
other,27.279308033422108,50.145407465170884
other,22.348373410054794,51.13053074171836
other,25.13890695214979,52.172484015775986
other,27.219804851712574,50.05950826635876
other,25.771232291719173,50.61610155923227
other,23.670163364351165,50.50962952040021
other,22.557125339455155,50.733225044252066
other,25.29275528082334,50.379838603138914
other,26.158356945534756,50.64260811069553
other,24.203175234942297,50.330376239444625
other,21.44509949677817,50.21114878714647
other,26.127923411283824,50.169768133014294
other,22.538793294176873,50.71671909424602
other,21.335426121464884,50.20807835602687
other,24.549196385576302,51.42226001663756
other,26.305026318808334,50.25084514496087
other,27.001908394317685,50.65943953368297
other,28.095799875062113,50.652046405625164
other,24.217411052536345,51.973508314864226
other,23.25249420362737,51.10455793763993
other,25.091303782928566,51.13682995759316
other,26.117073727135246,50.424639508693076
other,26.42992196035712,50.50275787546423
other,25.914526482359744,52.02643269302412
other,28.743992294745656,52.32408666876852
other,23.13010983842002,50.93609340337721
other,25.353285723377933,50.21593077962104
other,21.683854231092692,50.92637802449378
other,24.689375450952888,51.16509343669339
other,25.324618872296078,51.14516137605731
other,25.469208202089902,50.74614765259753
other,22.95568442538686,50.47007779511677
other,23.3955780835282,50.55172315131554
other,26.133466504123056,52.42043226841764
other,28.815440418427492,51.42918022076359
other,25.721901924047284,50.7255407678689
other,23.647168803638046,51.607433056881796
other,27.840108523260206,51.291752535687074
other,25.497871732856268,51.05102140513045
other,24.795242194076568,51.18831973042253
other,25.728181121888458,51.24785246486834
other,25.3433947942302,51.17948639435914
other,26.200870376981086,50.452451507743994
other,24.728876783540038,50.54753474143909
other,27.8779422970185,50.98882953690462
other,28.66972041476345,50.06898643968744
other,25.18383966432515,50.07899038296607
other,25.438812711604726,51.15738828148111
other,22.999078026998827,52.08780792223015
other,23.82065815599052,51.267872229504775
other,22.069080866282597,52.53025734823664
other,25.169637825397253,52.29620638260147
other,25.855676517432332,50.11397629735321
other,22.364355046021178,51.94896039348924
other,26.49963743382662,51.05603787915072
other,25.116841003363575,51.04076702995072
other,26.854197125530288,51.233403784433214
other,22.74477828067097,51.07604655687959
other,27.07750122612113,51.266459725256254
other,24.574194639955106,50.24168587977138
other,26.51275070834105,51.98821268102698
other,26.559509124571058,50.41047152531936
other,25.205577404210267,51.111240869494424
other,25.887700664403855,51.695469782969745
other,25.02492900355188,50.87627055400894
other,22.786567660282934,50.47310858627628
other,25.423046186627758,50.92748060305417
other,24.981897225491352,51.109419224746496
other,24.896783241763988,50.875427438300726
other,23.06659475521653,50.91762932662199
other,21.28074152281001,50.902653820956814
other,24.945450297030785,51.96254499296178
other,27.383998068148234,50.356102680333905
other,24.40110278930563,51.436476790059785
other,22.361247011922835,50.45526173116081
other,29.31383557537562,50.35154453500319
other,27.5025931010533,50.701767415049616
other,24.15339367963948,50.396880975181915
other,21.15691975435931,50.64189529402696
other,23.614928368423428,50.273380309196405
other,25.809621242433884,51.158339933330986
other,24.40798089534227,51.09041177163377
other,24.45473582513256,50.36330196760101
other,24.263419918871758,50.20087949586932
other,22.66097439478585,51.72694236473336
other,21.64015671417201,51.06895802213558
other,24.468240091358165,50.212597968403294
other,23.1928663574048,52.35197170476137
other,24.918524802557616,50.27588554998122
other,25.356281352598103,51.76044184947851
other,25.22743029977458,50.61638715142337
other,24.072449323918452,50.723198718795075
other,22.270876250065353,52.23722325032207
other,22.61986564913799,50.91794378014006
other,20.005266110178653,50.543065076367995
other,24.371707102829753,51.27880602555207
other,23.691271962671898,51.3070416024998
other,27.614272991110987,50.65471003677067
other,27.06965950665852,50.65193057454787
other,22.89848864057551,50.63501936049866
other,26.276388087196086,50.39071164172437
other,28.294528062528038,50.33240825171461
other,27.65235992429069,50.58347854411479
other,27.582429620216114,51.11756197068708
other,25.761763909617887,51.48123236099658
other,24.322998857625787,50.32113050037721
other,25.595287321073666,50.48541762497677
other,24.3552055400728,50.763333475536975
other,25.173126316467748,50.64091005928308
other,28.489428570015612,50.73473326098565
other,26.21505472067333,50.5357056346587
other,25.948969434134675,50.79930811222407
other,26.348086594171765,51.34217182755242
other,24.54325703055068,51.22801792395598
other,24.031383932018713,50.81387788186492
other,25.34272128527396,50.43078467615781
other,23.842095511502933,50.27086379685032
other,25.93188402789064,51.09547039605081
other,25.56804499446726,50.742280363711316
other,24.55839514478504,52.736025543861885
other,25.84052387471673,51.41646663856639
other,27.47972516791233,50.39395793781112
other,26.669084433890696,50.28033446343527
other,23.668552430459602,50.22504559787068
other,25.035585972061707,50.92498009569251
other,21.29789453367527,51.46631993125167
other,25.791099033943105,50.877465428920466
other,22.728825796148044,51.04220828686693
other,24.984444321716115,51.83812308816496
other,26.284077164605346,51.34544480482865
other,24.451628534618063,50.56154546872356
other,23.72565999408699,50.56940615776686
other,27.81232249765567,50.41674762215372
other,24.86106828479569,50.869434277471754
other,22.80302617785793,50.71057755322032
other,24.495323580748277,50.16503398574216
other,27.16177791808566,50.83713089698568
other,24.410158294888994,52.819685710625826
other,24.760960268840194,50.64280524243408
other,24.01356733454084,50.11247707317923
other,23.839094283534237,50.76466844086155
other,24.308149303342528,52.09210797409761
other,23.948597327277366,50.951200471027654
other,23.341267221868456,50.43253399646788
other,20.991997760471083,52.95921550658571
other,25.403282849611866,50.780132102415166
other,25.47670854015249,50.8525967400409
other,24.38312455536673,50.17961075837189
other,28.75654892323006,50.09086574252619
other,24.25124735557661,51.13252984559693
other,25.818267200222177,51.55770276580219
other,25.81825445970132,50.14782704085039
other,23.54276635108933,50.60960620978524
other,23.357870232392315,50.58237113540413
other,23.078630110923715,50.64037810448731
other,25.418275645544632,50.063261814293455
other,24.32998095766697,51.57526985354748
other,21.530105158714907,50.34318446537715
other,29.193170906707056,50.99024214501316
other,25.82710376393969,50.50137718105341
other,21.327476507998814,50.865032288530266
other,24.26502804851534,52.19674650190774
other,22.503868289537053,51.751273898094986
other,24.50527207083449,50.20554176108356
other,24.95258532686203,51.60237467849216
other,25.440287675471254,50.726457824000846
other,25.338167953443847,51.221779350799565
other,26.020395649587076,51.1118849961894
other,25.525926010260886,51.37010168625343
other,26.87040977733986,50.72854970660749
other,23.46373927350926,51.582663034488505
other,23.94050417732666,51.389048622239706
other,25.830452358469355,50.92603879849971
other,22.86070212903699,50.49336014749025
other,25.671381545727478,51.52062770489372
other,25.44237975088634,50.49091964160225
other,24.257086354978938,50.58816501292084
other,21.596620511727988,50.609052539746486
other,26.203763573892758,50.130915015443094
other,25.70869540727315,50.35950856762099
other,26.257943301104508,50.80833712270802
other,24.523248574446118,50.900004987442586
other,26.587172845972127,50.639413593044935
other,24.620553070603343,50.46953058840369
other,25.733005566884028,50.60156166891785
other,25.532285669133728,50.92975413047563
other,25.71669731152774,50.5662443013885
other,25.541075204424153,52.54610459011927
other,22.53716978504642,50.94711439075064
other,28.647327566294276,51.26187742062278
other,25.19090667402291,50.25603343548253
other,27.63707062691267,51.32261342143324
other,29.17408172198271,51.069884829842444
other,25.659312834762822,50.545353588996925
other,24.23194017234159,50.30748518076687
other,24.307451381966,50.886453841693594
other,27.66820501965176,50.84236541861134
other,23.154303230306688,50.70827996190225
other,26.719092712850713,50.30519392046225
other,23.530052474053075,50.46914785387195
other,23.928509302493,51.46586701731625
other,24.80179741272115,50.442329043584806
other,24.673310346432757,52.38223855229702
other,25.0642921759441,50.09849162975782
other,25.157328221367475,50.63014998828545
other,23.155208617011862,51.118649994255456
other,23.235157524192203,50.40712766661053
other,23.022867205102333,50.93739956564377
other,24.54008177830428,51.335777548229174
other,24.36351093805102,51.13964596679151
other,28.002000128594148,50.35852525433477
other,22.957126214705735,52.15404173238768
other,25.74586298796619,50.696307695562325
other,24.96405939936841,50.421486954224356
other,21.440206854609198,51.79865666590794
other,24.770774010597986,52.3301961476506
other,27.02899768166811,50.574704832606926
other,22.892479339662092,50.599012625197396
other,24.99520791479744,50.200108892933514
other,25.640550246783448,50.84270230278444
other,26.998418455848903,50.39839572024195
other,24.816020020040703,50.74048361469488
